pos	id	title	duration_s	words	sentences	wps	verdict	provenance
1099	wpEXm8bFlX0	EEVblog #894 - Keysight U1461A Insulation Resistance Multimeter Teardown	1393	4109	402	10.2	good	youtube-asr
1100	ZE3zf2lGyt8	EEVblog #893 - Mailbag	2857	7548	9	838.7	needs-whisper	whisper-large-v3
1101	-8fr_otW0q4	EEVblog #892 - Siglent SSA3021X Spectrum Analyser Teardown	2808	8157	657	12.4	good	youtube-asr
1102	gkLciTsjGZg	EEVblog #891 - Siglent SSA3021X vs Rigol DSA815 Spectrum Analyser	2634	7770	622	12.5	good	youtube-asr
1103	rnOuEFR6qoM	EEVblog #890 - ArmourCard Active RFID Jamming Teardown	1507	4812	383	12.6	good	youtube-asr
1104	kp63MZ6RudE	EEVblog #889 - Credit Card RFID/NFC Theft Protection Tested	1041	3175	233	13.6	good	youtube-asr
1105	shSoVLSPbaQ	eevBLAB #23 - Interorbital Systems TubeSat vs Australia Post	223	613	53	11.6	good	youtube-asr
1106	VKJ1h6ThW3Y	EEVblog #888 - Mailbag	2130	5746	4	1436.5	needs-whisper	whisper-large-v3
1107	UwrkfHadeQQ	EEVblog #887 - The Economics Of Selling Hardware	1608	5193	389	13.3	good	youtube-asr
1108	ADJwChUtdDQ	EEVblog #886 - Audi Lunar Quattro Moon Rover	1351	4521	396	11.4	good	youtube-asr
1109	S7NoK2fiUD4	EEVblog #885 - Audi Quattro Lunar Rover Unboxing!	627	1631	0	1631.0	needs-whisper	whisper-large-v3
1110	YM--cxT6X3k	EEVblog #884 - EEVBlog BM235 Multimeter REPAIR	1274	3351	340	9.9	good	youtube-asr
1111	TEyU1zSqFwU	EEVblog #883 - Orange Pi One vs Raspberry Pi 2	1111	3453	14	246.6	needs-whisper	whisper-large-v3
1112	4ik7AGGN8-o	eevBLAB #22 - Ebay is BROKEN!	549	1542	0	1542.0	needs-whisper	whisper-large-v3
1113	MFSyGFXbsPk	EEVblog #882 - Dumpster Dive Apple Xserve Computers	712	1916	2	958.0	needs-whisper	whisper-large-v3
1114	BhnoSREmWVY	EEVblog #881 - Fontus Self Filling Water Bottle BUSTED!	942	2671	226	11.8	good	youtube-asr
1115	5bWEiyx6Bns	EEVblog #880 - Mailbag	2378	6359	4	1589.8	needs-whisper	whisper-large-v3
1116	3THvWEKGOwE	EEVblog #879 - R&S HMO1202 Scope Bandwidth Hack Investigation	1770	5157	433	11.9	good	youtube-asr
1117	036Ems1z-o0	EEVblog #878 - Oscilloscope High Res vs Average Modes	974	2710	178	15.2	good	youtube-asr
1118	dEqlOj6_m0Q	EEVblog #877 - Solar Analytics Home Energy Monitoring Installation	2555	7582	21	361.0	needs-whisper	whisper-large-v3
1119	OScKr-VwaqU	EEVblog #876 - NI VirtualBench Review	3173	9162	0	9162.0	needs-whisper	whisper-large-v3
1120	3sSu-N1zkqQ	EEVblog #875 - NI VirtualBench Teardown	2590	7419	4	1854.8	needs-whisper	whisper-large-v3
1121	4cU7zCx_liM	EEVblog #874 - World's Oldest Electronics Hobbyist!	1511	3304	1	3304.0	needs-whisper	whisper-large-v3
1122	f14nv3uf2ik	EEVblog #873 - World's Most Dangerous Consumer Product!	511	1227	3	409.0	needs-whisper	whisper-large-v3
1123	UvJD8hbFbhU	EEVblog #872 - Mailbag	2863	7716	6	1286.0	needs-whisper	whisper-large-v3
1124	pcQaseUJeZI	EEVblog #871 - Find Aliens With Your Raspberry Pi!	1645	5012	415	12.1	good	youtube-asr
1125	r5CQUy3OKL4	EEVblog #870 - Shonky Z-Energeia Energy Saving Wipes	1045	2526	293	8.6	good	youtube-asr
1126	TJcMgoJ4DOE	EEVblog 869 - Counting LED Photons!	1942	5767	6	961.2	needs-whisper	whisper-large-v3
1127	6GF-9ox6d0Y	Live Giveaway Announcement	78	236	5	47.2	needs-whisper	whisper-large-v3
1128	G9ChhjOKyLA	EEVblog #868 - Keysight U1282A Multimeter Torture Test	1995	4290	1	4290.0	needs-whisper	whisper-large-v3
1129	3cIkk05VHsM	EEVblog #867 - The Search For The First TTL Chip	1576	4258	3	1419.3	needs-whisper	whisper-large-v3
1130	slPbAlT2I1M	EEVblog #866 - Mailbag	2603	6823	851	8.0	good	youtube-asr
1131	8Ur9gM4DRdA	EEVblog #865 - How To Increase Alkaline Battery Capacity	833	2386	241	9.9	good	youtube-asr
1132	KiEMSkVTHmQ	New EEVblog Lab!	168	511	0	511.0	needs-whisper	whisper-large-v3
1133	E3B4OTV8f1o	EEVblog #864 - Siglent SDS2000X Series Oscilloscope Teardown	1563	4556	3	1518.7	needs-whisper	whisper-large-v3
1134	hw0enSx3ScA	EEVblog #863 - Sony D50 Discman Teardown - World's First Portable CD Player	2458	0	0	0	no-captions	whisper-large-v3
1135	5dNxzzuMTB8	EEVBlog #862 - BK Precision 8601 DC Electronic Load	2485	7189	731	9.8	good	youtube-asr
1136	VIZNmHznYiE	EEVblog #861 - Rigol DP832 PSU FAIL & REPAIR	2143	6072	615	9.9	good	youtube-asr
1137	oWqHp7PtzYA	EEVblog #860 - Mailbag	2231	5915	798	7.4	good	youtube-asr
1138	BcJ6UdDx1vg	EEVblog #859 - Bypass / Decoupling Capacitor Tutorial	2008	6073	4	1518.2	needs-whisper	whisper-large-v3
1139	lPDOrFuQD3g	EEVblog #858 - Red Pitaya	2580	7205	728	9.9	good	youtube-asr
1140	B0P6ib3wx5I	Huxley Says...	121	6	0	6.0	needs-whisper	whisper-large-v3
1141	ptWr0jS-aL8	EEVblog #857 - High Speed Camera Fun	559	1571	2	785.5	needs-whisper	whisper-large-v3
1142	6xaSYi_n6fw	HUGE Keysight Scope Month Giveaway!	287	775	1	775.0	needs-whisper	whisper-large-v3
1143	GiIylTuyNWc	EEVblog #856 - Mailbag	2477	6551	0	6551.0	needs-whisper	whisper-large-v3
1144	F2gX-R1k7MM	EEVblog #855 - Ceramic Capacitor Piezoelectric Effect	1608	4536	360	12.6	good	youtube-asr
1145	hzGaO4Kdz2Y	EEVblog #854 - B52 Bomber Automatic Astro Compass Teardown	1732	4559	370	12.3	good	youtube-asr
1146	bEcP3kBJIpU	How To Get Youtube Video Email Notifications	246	719	2	359.5	needs-whisper	whisper-large-v3
1147	yuCXsT3_WRE	EEVblog #853 - How A Multimeter Works	1908	5395	451	12.0	good	youtube-asr
1148	7UwX07SyeVQ	EEVblog #852 - Multimeter Mass Turbulence	1080	2945	257	11.5	good	youtube-asr
1149	7yIjK66feEA	EEVBlog #851 - Mailbag	1901	5221	6	870.2	needs-whisper	whisper-large-v3
1150	KdpQNYc_qRc	Announcements - EEVblog Newsletter & Upcoming Giveaway	116	358	0	358.0	needs-whisper	whisper-large-v3
1151	RjbKYNcmFUw	EEVblog #850 - French Wattway Solar Roadways BUSTED!	855	2329	5	465.8	needs-whisper	whisper-large-v3
1152	g9umAQ1-an4	EEVblog #849 - Sony E-Mount Camera Lens Teardown	1584	4437	409	10.8	good	youtube-asr
1153	_V6nYLIChUA	EEVblog #848 - Home Energy Savers BUSTED!	795	2154	6	359.0	needs-whisper	whisper-large-v3
1154	KxZ2oKli64U	EEVblog #847 - Mailbag	2799	7329	1011	7.2	good	youtube-asr
1155	2uhAaspMqq4	EEVblog #846 - Solar Panel Micrometeorite Impact!	980	2502	195	12.8	good	youtube-asr
1156	07VkEUUd0eo	EEVblog #845 - Oscilloscope FFT Comparison	2220	6282	485	13.0	good	youtube-asr
1157	_9oZGqLf87A	EEVblog #844 - Solar Panel Replacement	662	1848	2	924.0	needs-whisper	whisper-large-v3
1158	n_gfZsVb-SY	EEVblog #843 - David's rPrint 3D Printer Design	3480	10832	4	2708.0	needs-whisper	whisper-large-v3
1159	q_FBwu2K7j0	EEVblog #842 - Rohde & Schwarz HMO1202 Oscilloscope Teardown	3002	0	0	0	no-captions	whisper-large-v3
1160	vfmLu6XzBtw	EEVblog #841 - Microchip MPLAB X PICkit 3 Woes	2490	6798	872	7.8	good	youtube-asr
1161	tKCjlU7-Vy0	EEVblog #840 - Yamaha M3000 Mixing Console Teardown	2508	7189	540	13.3	good	youtube-asr
1162	7bjQU0ogaPQ	EEVblog #839 - Mailbag	2738	7156	4	1789.0	needs-whisper	whisper-large-v3
1163	xmvbpoDYhzg	EEVblog #838 - More Dumpster Server PC's	669	1851	216	8.6	good	youtube-asr
1164	coSt5HWRvv4	EEVblog #837 - Reverse Engineering A Valve Headphone Amplifier	1574	4712	2	2356.0	needs-whisper	whisper-large-v3
1165	IFSJ2tLbewI	eevBLAB #20 - Franky, Ebay, & Hong Kong	947	2720	0	2720.0	needs-whisper	whisper-large-v3
1166	27KRtJ-2sVY	EEVblog #836 - Tour Of The Australian Synchrotron	3711	9218	790	11.7	good	youtube-asr
1167	gEDs0OtOkGE	EEVblog #835 - Wekomm Resistance Standard Part 2	1197	3476	224	15.5	good	youtube-asr
1168	dIXbjNb82xk	EEVblog #834 - Wekomm Resistance Standard	1479	4285	275	15.6	good	youtube-asr
1169	dXbbJOH59oo	EEVblog #833 - Mailbag	2588	6776	6	1129.3	needs-whisper	whisper-large-v3
1170	kajevAH8fqg	EEVblog #832 - Keysight U1282A Multimeter Teardown	2516	6981	648	10.8	good	youtube-asr
1171	2yFh7Vv0Paw	EEVblog #831 - Power A Micro With No Power Pin!	1546	4319	372	11.6	good	youtube-asr
1172	T_-I3YeJ6Mw	eevBLAB #21 - Star Wars VII The Force Awakens Review	691	1944	0	1944.0	needs-whisper	whisper-large-v3
1173	4ML3F3fXPs4	EEVblog #830 - Portable CRT TV Retro Teardown	1474	4064	390	10.4	good	youtube-asr
1174	6nqSFYVKnP4	EEVblog #829 - Siglent SDM3055 Bench Multimeter Teardown	1652	4850	384	12.6	good	youtube-asr
1175	mdOauVzY9OU	EEVblog #828 - Siglent SPD3303X Precision Lab PSU Teardown	1910	5505	430	12.8	good	youtube-asr
1176	lKhESCFeHy0	EEVblog #827 - Mailbag	2410	6384	8	798.0	needs-whisper	whisper-large-v3
1177	6enosoC9NsU	Home Rooftop Solar Power System Update - Shattered Panel!	262	675	0	675.0	needs-whisper	whisper-large-v3
1178	v9M397sUkEA	EEVblog #826 - Siglent CEO Eric Qin Visits The EEVblog Lab	2005	4283	366	11.7	good	youtube-asr
1179	sit6zUQKpJc	EEVblog #825 - Your Printer Is Spying On You!	459	1372	102	13.5	good	youtube-asr
1180	9SXZk2tsQ4g	EEVblog #824 - GW Instek GDS-1000B Oscilloscope Teardown	2455	6773	4	1693.2	needs-whisper	whisper-large-v3
1181	iI5DmU7g32A	EEVBlog #823 - Rigol DSG815 RF Signal Generator Teardown	1930	5625	9	625.0	needs-whisper	whisper-large-v3
1182	2o8MDCIlOEk	EEVblog #822 - World's Worst Tablet Computer Teardown	677	1568	146	10.7	good	youtube-asr
1183	BCRkJquKQiw	EEVblog #821 - Mailbag	1810	4469	1	4469.0	needs-whisper	whisper-large-v3
1184	8f-2yXiYmRI	EEVblog #820 - DC Fundamentals Part 5: Mesh & Nodal Circuit Analysis Tutorial	2627	7449	703	10.6	good	youtube-asr
1185	WBfAEeEzDlg	EEVBlog #819 - DC Fundamentals Part 4: Kirchhoff's Laws Tutorial	977	2807	207	13.6	good	youtube-asr
1186	1apCAzCTZdQ	EEVblog #818 - Embedded Electronics With Jack Ganssle	3712	11580	4	2895.0	needs-whisper	whisper-large-v3
1187	pBujm5kjMFM	EEVblog #817 - Mantis Elite Cam Inspection Microscope	1853	5398	453	11.9	good	youtube-asr
1188	V1eivQNtulE	Dick Smith Talk - Amateur Radio & Adventure	4722	14420	8	1802.5	needs-whisper	whisper-large-v3
1189	cGxUXg1fQCs	EEVblog #816 - Chinon Film Camera Teardown	1076	2834	0	2834.0	needs-whisper	whisper-large-v3
1190	lRf6u_Dvp08	EEVBlog #815 - Mailbag Teardown Bonanza	2004	5042	579	8.7	good	youtube-asr
1191	G_MMIv5ia5g	EEVblog #814 - Keysight N8762A 600V 5100W PSU Teardown	1998	5949	6	991.5	needs-whisper	whisper-large-v3
1192	Oon6TyiUx9Q	eevBLAB #19 - State Of Electronics Documentary	144	409	2	204.5	needs-whisper	whisper-large-v3
1193	d75uoCu69WY	EEVblog #813 - Mailbag	2990	7609	1052	7.2	good	youtube-asr
1194	OgsWOHdDn2w	EEVblog #812 - Varta 15min NiMH Charger Part 2	2267	6616	12	551.3	needs-whisper	whisper-large-v3
1195	PxZ7M1hZqXk	EEVblog #811 - How The Varta 15 Minute Battery Charger Works	2259	6864	7	980.6	needs-whisper	whisper-large-v3
1196	awZLvTRtoiI	EEVblog #810 - Micsig MS310 Handheld Oscilloscope Teardown	1895	5233	2	2616.5	needs-whisper	whisper-large-v3
1197	wQwARwRqMQo	EEVblog #809 - Mailbag	2332	6260	780	8.0	good	youtube-asr
1198	igqZ77NXpyE	eevBLAB #18 - Old Component Drawers	581	1484	195	7.6	good	youtube-asr
1199	Ujy-0gRspUM	EEVblog #808 - Fluke 196 Scopemeter Repair	1872	5166	493	10.5	good	youtube-asr
1200	HeEAVj2Szbg	eevBLAB #17 - The Australian NBN SUCKS! (For Businesses)	867	2450	2	1225.0	needs-whisper	whisper-large-v3
1201	c8QyGpMVVMY	EEVblog #807 - Mailbag	2337	6301	4	1575.2	needs-whisper	whisper-large-v3
1202	_Mup2VnXH_k	EEVblog #806 - Siglent SDG2000X Arb Function Generator First Look	1531	4589	14	327.8	needs-whisper	whisper-large-v3
1203	4SqryR3-8uE	eevBLAB #16 - 4K Render Youtube Experiment	301	899	1	899.0	needs-whisper	whisper-large-v3
1204	Ijb_SzJ9Fs0	EEVBlog #805 - Siglent SDG2122X Arb Generator Teardown	1084	3048	266	11.5	good	youtube-asr
1205	7ocancoZ02Q	EEVblog #804 - HP1740A Oscilloscope Repair - Part 2	3034	8692	673	12.9	good	youtube-asr
1206	Cmz8bzUsj7E	EEVblog #803 - HP1740A Analog Oscilloscope	2335	6228	609	10.2	good	youtube-asr
1207	X_s7fqt-XZ8	eevBLAB#15 - The Martian Movie Review	447	1305	0	1305.0	needs-whisper	whisper-large-v3
1208	F_REyGWNAmc	EEVblog #802 - Mailbag	2988	7818	11	710.7	needs-whisper	whisper-large-v3
1209	5kGhoRuhlxM	EEVblog #801 - How To Design A Digital Clock	2453	7362	545	13.5	good	youtube-asr
1210	Ns0i3PEfOag	Electronex 2015 Walkaround	420	857	0	857.0	needs-whisper	whisper-large-v3
1211	qtcyjByI24U	EEVblog #800 - Siglent 1000X Oscilloscope Teardown	1665	4742	457	10.4	good	youtube-asr
1212	colVXihqdGo	EEVblog #799 - How To Remove Warranty Void Security Stickers	120	314	28	11.2	good	youtube-asr
1213	L5oQbdgsLtE	EEVblog #798 - Mailbag	1171	3232	5	646.4	needs-whisper	whisper-large-v3
1214	gUz3KYp_5Tc	EEVblog #797 - Siglent SDS1000X Oscilloscope Review	3386	9539	896	10.6	good	youtube-asr
1215	0rGdyCzJkCo	EEVblog #796 - Leica DVM6 3D Microscope	357	887	1	887.0	needs-whisper	whisper-large-v3
1216	0omYGdhmZQQ	EEVblog #795 - Electronex 2015	2625	7478	2	3739.0	needs-whisper	whisper-large-v3
1217	cNSt1GCVqyU	eevBLAB #14 - 14yo Hobbyist Arrested For Bringing DIY Clock To School	223	592	0	592.0	needs-whisper	whisper-large-v3
1218	4HK2OnvhJeY	EEVblog #794 - Samsung Dumpster LCD Repair Connector Followup	315	923	0	923.0	needs-whisper	whisper-large-v3
1219	WvepxIvy45U	EEVblog #793 - Rohde & Schwarz HMO1002 Oscilloscope Hands-On	1039	2785	290	9.6	good	youtube-asr
1220	uDBuUI5GZ7Q	EEVBlog #792 - Lecroy Wavejet Touch 354 Oscilloscope Review	2882	8454	856	9.9	good	youtube-asr
1221	mK-Sc57SA0I	EEVblog #791 - Ebay Fluke 45 Multimeter Teardown	1984	5454	554	9.8	good	youtube-asr
1222	fX6jyoA2Zl4	Announcement: Electronex 2015 in Melbourne	76	219	0	219.0	needs-whisper	whisper-large-v3
1223	OU08zwBH-wo	eevBLAB #13 - Buying Youtube DISLIKES! - The Batteriser	953	2697	1	2697.0	needs-whisper	whisper-large-v3
1224	WTK4CgYbXEQ	EEVblog #790 - Lecroy Wavejet 354 Touch Oscilloscope Teardown	2595	7051	8	881.4	needs-whisper	whisper-large-v3
1225	Z-m-7jex88k	EEVblog #789 - Batteriser Monkey BUSTED!	1563	4286	375	11.4	good	youtube-asr
1226	J4talSeaiMc	eevBLAB #12 - Dailymotion vs Youtube CPM Revenue	612	1663	4	415.8	needs-whisper	whisper-large-v3
1227	JsUM-ZcBFE0	EEVblog #788 - Apple IIC Teardown	2032	5680	524	10.8	good	youtube-asr
1228	g65sCqZc5Ug	EEVblog #787 - Mailbag	2614	7219	813	8.9	good	youtube-asr
1229	3OrG5ucVQBA	EEVBlog #786 - Sydney Maker Faire 2015 - Behind The Scenes	573	1423	0	1423.0	needs-whisper	whisper-large-v3
1230	XxAElAtC7uE	EEVblog #785 - Sydney Maker Faire 2015 Interviews	1106	3502	3	1167.3	needs-whisper	whisper-large-v3
1231	uCuNyiseJ5g	EEVblog #784 - Sydney Maker Faire 2015	990	1543	255	6.1	good	youtube-asr
1232	fl0e6PF5y5g	EEVblog #783 - Dumpster Dive Power Macs	751	2001	190	10.5	good	youtube-asr
1233	U7soJAFbKwY	EEVblog #782 - The Dangers Of Reflow Soldering	714	1991	119	16.7	good	youtube-asr
1234	C7nBF9bkG5Q	EEVblog #781 - Samsung LCD TV Part 2	1729	4830	435	11.1	good	youtube-asr
1235	BmkpPZ13S80	EEVblog #780 - Samsung LCD TV Dumpster Dive Teardown	1859	5176	11	470.5	needs-whisper	whisper-large-v3
1236	Qnprvwjk9f0	2015 Sydney Maker Faire Announcement	88	263	4	65.8	needs-whisper	whisper-large-v3
1237	dnXiLBabSTU	EEVblog #779 - Batteriser: How To Measure Battery Cutoff Voltage	1841	5137	378	13.6	good	youtube-asr
1238	DMXiD3dKYJc	EEVblog #778 - Oscilloscope Vertical Confusion	678	2063	138	14.9	good	youtube-asr
1239	kdCfAR06GeI	EEVblog #777 - Keithley 177 Microvolt DMM Repair	3219	0	0	0	no-captions	whisper-large-v3
1240	PKjtOTeAevg	EEVblog #776 - World's Smallest Digital Dosimeter	744	2149	0	2149.0	needs-whisper	whisper-large-v3
1241	bOE89yPxmGs	EEVblog #775 - Mailbag	2675	6552	6	1092.0	needs-whisper	whisper-large-v3
1242	b_eictfFUao	EEVblog #774 - Low Battery Discharge Testing Part 1	1734	5393	22	245.1	needs-whisper	whisper-large-v3
1243	gQ3M3jb9eTU	EEVblog #773 - 80W INDUAL LED Light Teardown	1551	4357	3	1452.3	needs-whisper	whisper-large-v3
1244	1hs_9vx9APw	EEVblog #772 - How To Calculate Wasted Battery Capacity	2162	6467	43	150.4	needs-whisper	whisper-large-v3
1245	mdnHHNeesPE	EEVblog #771 - Electronic Safe Lock Powerline Attack Part 2	1714	4835	1	4835.0	needs-whisper	whisper-large-v3
1246	lfOmlhnwTug	EEVblog #770 - Rockband 3 Stratocaster Guitar Teardown	986	2824	252	11.2	good	youtube-asr
1247	Crx84tv0dyM	EEVblog #769 - Mailbag	1841	4621	2	2310.5	needs-whisper	whisper-large-v3
1248	nvgW5iWXbts	EEVblog #768 - Cordless Anti-Static Wristbands BUSTED!	725	2059	202	10.2	good	youtube-asr
1249	XzwEymOslFo	EEVblog #767 - Super Regenerative Receiver Problems	1350	3852	323	11.9	good	youtube-asr
1250	G519KyjFE5c	EEVblog #766 - Vivid Sydney 2015 Light Festival	1187	3212	2	1606.0	needs-whisper	whisper-large-v3
1251	ty_sxMxUWeU	EEVblog #765 - LED Panel Lighting Switching Noise	379	972	0	972.0	needs-whisper	whisper-large-v3
1252	Oy32jWg1cYM	EEVblog #764 - New Lab Ceiling LED Lighting Installation	1192	3384	0	3384.0	needs-whisper	whisper-large-v3
1253	eFSNgDQS5JE	EEVblog #763 - Dumpster Plasma TV Bad Cap Repair	1271	3601	387	9.3	good	youtube-asr
1254	HxQUKAjq-7w	EEVblog #762 - How Secure Are Electronic Safe Locks?	2625	7756	580	13.4	good	youtube-asr
1255	MDJ0EOkU_Fg	EEVblog #761 - Pebble Time Smartwatch Teardown	1960	5356	451	11.9	good	youtube-asr
1256	Ll-Obr91Z6s	EEVblog #760 - Pebble Time Smartwatch Torture Test!	599	810	0	810.0	needs-whisper	whisper-large-v3
1257	ukT6riqyE-A	EEVblog #759 - Mailbag	2882	7598	1067	7.1	good	youtube-asr
1258	PP_gN_Im9IM	EEVblog #758 - Pebble Time Smartwatch Unboxing & Review	826	2340	1	2340.0	needs-whisper	whisper-large-v3
1259	73AWJSugx3o	EEVblog #757 - HP4263A LCR Meter Teardown	1645	4778	347	13.8	good	youtube-asr
1260	R40i-ZsUbHc	EEVblog #756 - Mailbag	3368	8835	993	8.9	good	youtube-asr
1261	UI0aVEko7ic	EEVblog #755 - Fluke PM2812 PSU Ebay Score	2095	6072	566	10.7	good	youtube-asr
1262	TWcL0OF_eQI	EEVblog #754 - Altium Circuit Maker First Impressions	2771	8394	2	4197.0	needs-whisper	whisper-large-v3
1263	tV25auv4SAE	EEVblog #753 - Inventables X-Carve Milling Machine Unboxing	766	2121	247	8.6	good	youtube-asr
1264	a0B4CWfYE8I	EEVblog #752 - Original Sony Walkman TPS-L2 Teardown	1678	4622	3	1540.7	needs-whisper	whisper-large-v3
1265	4iEshd6izgk	EEVblog #751 - How To Debunk A Product (The Batteriser)	2331	6570	549	12.0	good	youtube-asr
1266	fKf_SIdCH1Q	EEVblog #750 - Special Mailbag!	367	763	1	763.0	needs-whisper	whisper-large-v3
1267	XmdBOcmXlsc	EEVblog #749 - Mailbag	3338	8858	898	9.9	good	youtube-asr
1268	qUeK7pHe0rI	EEVblog #748 - How Do Transistors Work?	1395	3892	244	16.0	good	youtube-asr
1269	zyuRcsM0gjI	eevBLAB #10 - Why Learn Basic Electronics?	621	1805	125	14.4	good	youtube-asr
1270	iwRhvhKJlzs	EEVblog #747 - PC Based Logic Analyser Project	3126	9337	725	12.9	good	youtube-asr
1271	W40qGkp-mEU	EEVblog #746 - Sharp X68000 Retro Computer Teardown	1907	5331	446	12.0	good	youtube-asr
1272	RRSHrGQ_UDk	EEVblog #745 - Mailbag	2738	6784	846	8.0	good	youtube-asr
1273	2ygnAv6koSQ	EEVblog #744 - SMD Thermal Heatsink Design - µSupply Part 15	1363	4410	226	19.5	good	youtube-asr
1274	6-ZSXB3KDF0	EEVblog #743 - Solar Roadways Test Results	805	2246	185	12.1	good	youtube-asr
1275	wwANKw36Mjw	EEVblog #742 - Why Electrolytic Capacitors Are Connected In Parallel	2044	6006	352	17.1	good	youtube-asr
1276	porhgJ5Znrc	EEVblog #740 - LitePlacer Pick & Place Machine Kit Unboxing	668	1893	193	9.8	good	youtube-asr
1277	qY4RIWjXfQg	EEVblog #739 - AMAZING Ebay Hardware Tin Collection	867	2212	322	6.9	good	youtube-asr
1278	rWBjeB9JP3Y	EEVblog #738 - Yamaha DME32 Digital Mixer Teardown	2055	6106	502	12.2	good	youtube-asr
1279	x8nbHYOc8ns	EEVblog #737 - World's Biggest Collection Of Electronics Components	1030	2244	285	7.9	good	youtube-asr
1280	bMFNk9af1qA	EEVBlog #736 - World's First IR Thermal Camera Watch	1016	3142	0	3142.0	needs-whisper	whisper-large-v3
1281	V9tcC7Ks4_c	EEVblog #735 - Mailbag	3263	8835	12	736.2	needs-whisper	whisper-large-v3
1282	Ji4ZIZKQRJw	eevBLAB #9 - Meet David	297	837	98	8.5	good	youtube-asr
1283	MtRU8WPGlss	Giroptic 360cam Kickstarter Prototype Test Footage	122	314	0	314.0	needs-whisper	whisper-large-v3
1284	p6oYaFweigc	EEVblog #734 - Giroptic 360cam Kickstarter Prototype	1023	3034	5	606.8	needs-whisper	whisper-large-v3
1285	UYGl0vebWN8	EEVblog #733 - Mailbag	2201	5686	15	379.1	needs-whisper	whisper-large-v3
1286	ME4Xe53TMxI	EEVblog #732 - PCB Sheet Resistance	1110	3190	207	15.4	good	youtube-asr
1287	uvgJ2zAxgAY	EEVblog #731 - Keithley DMM7510 7.5 Digit Multimeter Teardown	3995	11216	835	13.4	good	youtube-asr
1288	Rxy-VpSDPg4	EEVblog #730 - Thin Film Resistor Networks	1122	3498	219	16.0	good	youtube-asr
1289	JobJswHcnLE	eevBLAB #8 - New Tektronix AGO3000 Oscilloscope	505	1348	5	269.6	needs-whisper	whisper-large-v3
1290	50m_OUrcxcM	EEVblog #729 - Mailbag	2814	7182	7	1026.0	needs-whisper	whisper-large-v3
1291	_UFT-mjyhG0	EEVblog #728 - T4 LED Lighting	675	1976	1	1976.0	needs-whisper	whisper-large-v3
1292	f4-jbobSll4	The Art Of Electronics 3rd Edition!	75	10	0	10.0	needs-whisper	whisper-large-v3
1293	EZZcfOrcMkk	EEVblog #727 - How To Kill An Opamp	409	1039	0	1039.0	needs-whisper	whisper-large-v3
1294	YBuqISRPkEI	EEVblog #726 - Dual Xeon Video Editing Machine Build	3186	8656	683	12.7	good	youtube-asr
1295	7OW5ga49QBg	EEVblog #725 - LG Plasma TV Teardown	1393	3987	6	664.5	needs-whisper	whisper-large-v3
1296	fQAd7nposJQ	Home Solar Power System Installation Time Lapse	127	0	0	0	no-captions	whisper-large-v3
1297	gq0f6FXjyMk	EEVblog #724 - Home Solar Power System Analysis & Update	2113	6424	430	14.9	good	youtube-asr
1298	_QpApuKdcqQ	EEVblog #723 - Keysight 34470A 7.5 Digit Multimeter Teardown	2266	6370	492	12.9	good	youtube-asr
1299	qGQ2--t_Cyg	EEVblog #722 - Mailbag	3150	8585	919	9.3	good	youtube-asr
1300	uyr1ICZxJYI	EEVblog #721 - Globalstar Satellite Phone Teardown	1764	4820	430	11.2	good	youtube-asr
1301	v7TaU-N3ab0	EEVblog #720 - Mailbag	2443	6503	689	9.4	good	youtube-asr
1302	AO-vbzLPwSc	EEVblog #719 - Sony Low Noise Audiophile SDXC Memory Card	323	778	60	13.0	good	youtube-asr
1303	DJ2nzvX2gBc	EEVblog #718 - Keithley 2400 SMU Teardown	1796	5061	394	12.8	good	youtube-asr
1304	clUVEyi_YNM	EEVblog #717 - How To Hack Vacuum Fluorescent Displays	2143	6704	488	13.7	good	youtube-asr
1305	SrDfRCi1UV0	EEVblog #716 - Raspberry Pi 2 Xenon Flash Problem Explained	1207	3439	236	14.6	good	youtube-asr
1306	v4iFgukMwsI	EEVblog #715 - Mailbag	1680	4555	558	8.2	good	youtube-asr
1307	RqB93K47Phg	EEVblog #714 - Metal Detector Reverse Engineering	1345	4011	287	14.0	good	youtube-asr
1308	kFth9K_IvwA	EEVblog #713 - Voice Recognition - 1980's Style	1874	0	0	0	no-captions	whisper-large-v3
1309	i2Tkm21dI1g	EEVblog #712 - Uni-T UT71E Multimeter	1788	4840	499	9.7	good	youtube-asr
1310	Gq8ly6TQQu8	eevBLAB #7 - Radio Shack Declares Bankruptcy!	442	1323	0	1323.0	needs-whisper	whisper-large-v3
1311	ZYC763Vx9O8	eevBLAB #6 - Don't Assume It's Faulty	360	1040	7	148.6	needs-whisper	whisper-large-v3
1312	lSe4f9LJ93I	EEVblog #711 - Mailbag	2437	6750	5	1350.0	needs-whisper	whisper-large-v3
1313	-MKUsLi90O4	EEVblog #710 - Intercom System Repair	2911	8129	665	12.2	good	youtube-asr
1314	pUXGQ7zQxkM	EEVblog #709 - EDC 4601 AC Voltage Standard Teardown	1925	5461	405	13.5	good	youtube-asr
1315	hoqF3gjLIyI	EEVblog #708 - Free Energy Overunity is RUBBISH!	2748	7960	619	12.9	good	youtube-asr
1316	pHbooMWS0bU	EEVblog #707 - Rigol Oscilloscope Probe Performance	776	2121	152	14.0	good	youtube-asr
1317	MCDsge-3z0U	EEVblog #706 - Joystick Porn	1047	3053	1	3053.0	needs-whisper	whisper-large-v3
