pos	id	title	duration_s	words	sentences	wps	backchannel_per_1k	speakers	verdict	provenance
749	0KX5F7Si-TY	Does Cleaning Solar Panels Make a Difference?	197	582	0	582.0	0.0	solo	needs-whisper	whisper-large-v3
750	DLzOXytX48o	Dumpster PC desktop Nothingburger	468	1198	3	399.3	0.0	solo	needs-whisper	whisper-large-v3
751	ewLuiWa9Z04	Bathurst Rail Museum - Model Railroad	1072	2092	2	1046.0	0.0	solo	needs-whisper	whisper-large-v3
752	9XkGxc94IUw	IONIQ Electric EV - First Fast Charge	486	1206	3	402.0	0.0	solo	needs-whisper	whisper-large-v3
753	e1UflvB91nQ	Unicorn Magic Meme - Doug Henning (Shia Labeouf)	4	0	0	0	0.0	unknown	no-captions	whisper-large-v3
754	OaQdWE9kgMk	BGA Desoldering MAGIC: Louis Rossmann, eat your heart out!	51	112	0	112.0	0.0	solo	needs-whisper	whisper-large-v3
755	ac1qJqGpcoU	Indiana Jones Trivia: Are you smarter than a 5yo?	439	770	0	770.0	0.0	solo	needs-whisper	whisper-large-v3
756	qUe8XUdnaB8	I'm going to be ARRESTED!	33	58	0	58.0	0.0	solo	needs-whisper	whisper-large-v3
757	KqURFUcl5NI	Easily Confused Tesla Autopilot!	41	105	0	105.0	0.0	solo	needs-whisper	whisper-large-v3
758	MYcwZURW1v0	WTF Mailbag Stats	474	1340	4	335.0	0.0	solo	needs-whisper	whisper-large-v3
759	k8yKIdU_EEY	Sony NEX VG30 Claytons Repair 2 Microphone Boogaloo	785	2250	148	15.2	10.2	solo	good	youtube-asr
760	qwrJ1qtMC4U	Magpie Attack!	15	2	0	2.0	0.0	solo	needs-whisper	whisper-large-v3
761	XmBW_MV-TBU	Hyundai IONIQ Electric EV First Drive!	1966	5100	546	9.3	23.1	multi	good	youtube-asr
762	3sEtXABtgmY	Another Dumpster PC	399	1198	3	399.3	0.0	solo	needs-whisper	whisper-large-v3
763	C_tXWwcyZlc	Dumpster HP3488A Switch Teardown + Silverbrook STORY	1014	2845	245	11.6	11.6	solo	good	youtube-asr
764	18OhbyQslF0	2 Minute Dumpster Repair	293	746	5	149.2	0.0	solo	needs-whisper	whisper-large-v3
765	UA90jHZUEKQ	AMAZING Australian 2020 Flu Season Stats!	1181	3579	4	894.8	0.0	solo	needs-whisper	whisper-large-v3
766	48jHn3nzr_Y	EEVblog 80's Channel Intro	16	2	0	2.0	0.0	solo	needs-whisper	whisper-large-v3
767	DX0DDUoygQk	How to Pronounce Python	38	81	0	81.0	0.0	solo	needs-whisper	whisper-large-v3
768	i0O-gBc5xaM	Twitter Reverses Bitchute Link Ban?	830	2484	2	1242.0	0.0	solo	needs-whisper	whisper-large-v3
769	Iqv6DhtLay4	HP Origins - Hewlett Packard Documentary	1566	3178	3	1059.3	0.0	solo	needs-whisper	whisper-large-v3
770	yJFYMzd6giU	Overview of Sydney using a 3D Relief Map	607	1657	128	12.9	5.4	solo	good	youtube-asr
771	XzuH8sECMJQ	Self Sustaining Mars Colonies	1189	3398	0	3398.0	0.0	solo	needs-whisper	whisper-large-v3
772	XQgoss_adIo	EEVblog #1322 - JBL LSR308 Monitor Speaker Repair (FULL)	3268	9863	792	12.5	10.2	solo	good	youtube-asr
773	ez_gzwvvg2w	Packaging is SATISFYING	10	4	0	4.0	0.0	solo	needs-whisper	whisper-large-v3
774	4Yze-I5tPfQ	Automated Youtube Backup Alternatives	869	2518	0	2518.0	0.0	solo	needs-whisper	whisper-large-v3
775	Lk2KRc6Bm4I	Mystery Dumpster Diving Teardown - 2020-07-11	682	1874	189	9.9	18.1	multi	good	youtube-asr
776	ghTWiSGRfR0	The Complexities of Lab Lighting	455	1359	0	1359.0	0.0	solo	needs-whisper	whisper-large-v3
777	nkOQ8xW-8Ws	That's not a ZIF socket, THIS is a ZIF socket!	150	372	0	372.0	0.0	solo	needs-whisper	whisper-large-v3
778	CXk_Orwk084	MIND BLOWN: Quantum Computing & Financial Arbitrage	165	375	0	375.0	0.0	solo	needs-whisper	whisper-large-v3
779	Y9vV_WPw_Es	Lab Gym Weight Workout Tips	230	549	0	549.0	0.0	solo	needs-whisper	whisper-large-v3
780	hVIo7vmIExw	Mystery Dumpster Teardown - 2020-06-12	828	2361	222	10.6	14.0	solo	good	youtube-asr
781	Pq8ncblgqss	Dumpster Intel Atom Embedded PC update	250	691	3	230.3	0.0	solo	needs-whisper	whisper-large-v3
782	0D3iY0yzENY	Mystery Dumpster Teardown 2020-06-07	801	2302	240	9.6	14.3	solo	good	youtube-asr
783	78JC_p9DiJM	5G & Whacky Alternative Physics	1251	3233	3	1077.7	0.0	solo	needs-whisper	whisper-large-v3
784	9VVTGE7ABIk	Mystery Dumpster Teardown - 2020-05-30	722	1954	0	1954.0	0.0	solo	needs-whisper	whisper-large-v3
785	3zAWgNjx5Ew	Intel MCS-85 Design Kit THERMAL IMAGING	289	774	0	774.0	0.0	solo	needs-whisper	whisper-large-v3
786	uuLwmQ7oLo8	Solar Power System Monitor ALERT!	107	232	0	232.0	0.0	solo	needs-whisper	whisper-large-v3
787	41gK3lYejgE	Microsoft Just Open Sourced GWBASIC !	1095	2963	303	9.8	14.8	solo	good	youtube-asr
788	-A7u18b_QQM	Lab basement fountain! Flood 2 - Electric Boogaloo	59	142	0	142.0	0.0	solo	needs-whisper	whisper-large-v3
789	5U-pkGAZUGI	The Moon vs Mars	760	2354	0	2354.0	0.0	solo	needs-whisper	whisper-large-v3
790	0H08GNLMDFM	War Games Hack!	256	474	1	474.0	0.0	solo	needs-whisper	whisper-large-v3
791	42Fsz185D5g	Chinese Phone SCAM Message	35	0	0	0	0.0	unknown	no-captions	whisper-large-v3
792	F8hv_fZKnkg	That's Psycho!	16	17	0	17.0	0.0	solo	needs-whisper	whisper-large-v3
793	ZmKqlTlsR38	Fran + Louis + Dave : Godless Threesome	150	338	0	338.0	0.0	solo	needs-whisper	whisper-large-v3
794	ljYHlOSpYp0	More Religious Woo-Woo Mailbag	227	528	1	528.0	0.0	solo	needs-whisper	whisper-large-v3
795	hRWQEJh3CzI	Not a Shoutout	67	87	0	87.0	0.0	solo	needs-whisper	whisper-large-v3
796	27aG9xhfk6s	See Blocks Review	2674	6271	3	2090.3	0.0	solo	needs-whisper	whisper-large-v3
797	ig_U3hGQMq8	Yet another Dumpster TV score	214	636	0	636.0	0.0	solo	needs-whisper	whisper-large-v3
798	4VB6CfgwLpE	How a Professional Youtuber Thinks...	26	0	0	0	0.0	unknown	no-captions	whisper-large-v3
799	kIsKpTRM3TY	How to Post to Instagram on a Desktop	340	1026	0	1026.0	0.0	solo	needs-whisper	whisper-large-v3
800	tO-ddqvrVGI	New Mailbag Setup Test	430	1249	4	312.2	0.0	solo	needs-whisper	whisper-large-v3
801	hSkaZEgrZkY	Alkaline Battery Discharge Testing Part 3	431	1299	2	649.5	0.0	solo	needs-whisper	whisper-large-v3
802	XDjyY48u0PU	Alkaline Battery Discharge Testing Part 2	593	1602	3	534.0	0.0	solo	needs-whisper	whisper-large-v3
803	RFb3TwWzza0	Alkaline Battery Leakage Test Setup	289	816	0	816.0	0.0	solo	needs-whisper	whisper-large-v3
804	s6HWbuALJkw	Auto Uploading From LBRY to Youtube!	721	1761	1	1761.0	0.0	solo	needs-whisper	whisper-large-v3
805	7PQo9_6dAy0	Anet N4 LCD SLA Resin Printer	969	2712	3	904.0	0.0	solo	needs-whisper	whisper-large-v3
806	-O-qVAK_DIg	NGP800 Unboxing	117	201	0	201.0	0.0	solo	needs-whisper	whisper-large-v3
807	LG__VmCuv-o	NEW Youtube Comment Suggestions Feature. LOL!	496	1374	0	1374.0	0.0	solo	needs-whisper	whisper-large-v3
808	9s9LXOBknck	Unusual Brymen BM235 Fault	1119	3183	295	10.8	6.9	solo	good	youtube-asr
809	ryIhQQO97V0	Backed By Science	3	4	0	4.0	0.0	solo	needs-whisper	whisper-large-v3
810	cxvKx8f5tas	WTF Just Happened to LBRY.social ?	258	721	1	721.0	0.0	solo	needs-whisper	whisper-large-v3
811	b9BgSRYAk-w	Fiat Currency Tour	366	826	0	826.0	0.0	solo	needs-whisper	whisper-large-v3
812	iQyaX0jMSyg	Library LBRY Creator Gift Unboxing!	373	1035	2	517.5	0.0	solo	needs-whisper	whisper-large-v3
813	_IF5rXIpQxI	A Good Cheap Podcasting Microphone?	355	972	0	972.0	0.0	solo	needs-whisper	whisper-large-v3
814	Pz18gsaIzhQ	Dove Canyon - Cradle Mountain Tasmania	2259	3614	0	3614.0	0.0	solo	needs-whisper	whisper-large-v3
815	MOLasripwgo	140MW Woolnorth Wind Farm	402	826	1	826.0	0.0	solo	needs-whisper	whisper-large-v3
816	1gfM_9EdLSs	Antarctic Neutrino Detector!	606	1498	0	1498.0	0.0	solo	needs-whisper	whisper-large-v3
817	mK8WrWCavW0	Another i7 Dumpster PC - Best CPU yet!	224	537	72	7.5	14.9	solo	good	youtube-asr
818	T7eALk2CaIE	How to pet a Kangaroo	56	0	0	0	0.0	unknown	no-captions	whisper-large-v3
819	0SMf9eVECaM	Hydro Power Turbine Generator	116	276	22	12.5	21.7	multi	good	youtube-asr
820	3rBxeSFrCcY	Turning a Diesel Locomotive by Hand	185	407	57	7.1	7.4	solo	good	youtube-asr
821	QTd3MqA4cZ4	Robotic Icecream Bar FAIL	118	163	0	163.0	0.0	solo	needs-whisper	whisper-large-v3
822	tZa4X_C2uKI	The Australian Bushfires	648	1618	0	1618.0	0.0	solo	needs-whisper	whisper-large-v3
823	wzxdVsp5QSw	LBC Library Credits - My Top Cryptocurrency Pick for 2020	1495	0	0	0	0.0	unknown	no-captions	whisper-large-v3
824	VVICdJhA09M	I Just Saw The Rise Of SkyWalker...	829	2175	2	1087.5	0.0	solo	needs-whisper	whisper-large-v3
825	gImsAahbDaI	Top Gun: Maverick (2020) Trailer 2 Reaction	987	2239	1	2239.0	0.0	solo	needs-whisper	whisper-large-v3
826	TiE3RkN9D-k	Ghostbusters: Afterlife - Trailer Reaction	1087	0	0	0	0.0	unknown	no-captions	whisper-large-v3
827	xQoQPLC7PxI	Youtube Bans The Word Weapons - These are my weapons!	155	442	0	442.0	0.0	solo	needs-whisper	whisper-large-v3
828	TL94sJ3Ykgs	Merry Solar Roadways Christmas!	322	714	5	142.8	0.0	solo	needs-whisper	whisper-large-v3
829	cxEZU2R6cqw	Normalising Audio - The Levelator vs Auphonic	1374	3790	0	3790.0	0.0	solo	needs-whisper	whisper-large-v3
830	0EoS2kcV_ig	MORE Youtube Surveys!	1706	3867	1	3867.0	0.0	solo	needs-whisper	whisper-large-v3
831	izCDWjK_pV4	121GW Autoranging Speed	211	493	1	493.0	0.0	solo	needs-whisper	whisper-large-v3
832	1T2Dg9_bsXA	Every Solar Roadways Needs Silastic!	198	0	0	0	0.0	unknown	no-captions	whisper-large-v3
833	UEuPXBzEIHE	The Coming Youtube COPPA Adpocalypse	994	2819	4	704.8	0.0	solo	needs-whisper	whisper-large-v3
834	COEnwNAgBkg	Solar Freakin Roadways SR4 Install	3268	0	0	0	0.0	unknown	no-captions	whisper-large-v3
835	A7GaCMbBYhE	LEGO Star Wars B-Wing Build	7003	10910	3	3636.7	0.0	solo	needs-whisper	whisper-large-v3
836	lZ0oPE2HcI0	Atmospheric Railways & Hyperloop	1046	2717	0	2717.0	0.0	solo	needs-whisper	whisper-large-v3
837	YyEMU_qu4PM	13yo Invents a Better Hyperloop - Still a STUPID IDEA	1273	3687	0	3687.0	0.0	solo	needs-whisper	whisper-large-v3
838	5z5-ErcpnYw	Thread And Leather Wrap Wallet Review	641	2028	0	2028.0	0.0	solo	needs-whisper	whisper-large-v3
839	uZ1vXaBPLTY	BM235 Multimeter Faulty Switch FIXED + (OZ) GIVEAWAY	669	1494	177	8.4	18.7	multi	good	youtube-asr
840	9u8TEJdAVdQ	Returned Faulty BM235 Switch Investigation	786	2112	184	11.5	13.3	solo	good	youtube-asr
841	iwiMr1eYAps	It's Youtube Creator Survey Time Again! Yipee!	1468	3560	0	3560.0	0.0	solo	needs-whisper	whisper-large-v3
842	5Qk-MKzS1us	The Zombie Real Estate Apocalypse Is Coming! SELL NOW!	1450	4599	0	4599.0	0.0	solo	needs-whisper	whisper-large-v3
843	6XuJmxtk8MY	Star Wars - The Rise Of Skywalker Final Trailer Review	1195	2673	0	2673.0	0.0	solo	needs-whisper	whisper-large-v3
844	dLlhoUHlnjE	LED Flicker 3 - More Electric Boogaloo	488	1310	2	655.0	0.0	solo	needs-whisper	whisper-large-v3
845	bHvkEPL7mVA	Youtube are Censoring the word BULLSHIT	153	387	0	387.0	0.0	solo	needs-whisper	whisper-large-v3
846	U34nfjy5Wfw	I'm Testing Something BULLSHIT	99	188	0	188.0	0.0	solo	needs-whisper	whisper-large-v3
847	5JYaeXJHXJc	WTF! - How Many GOLD Play Button Youtube Channels?	569	1451	0	1451.0	0.0	solo	needs-whisper	whisper-large-v3
848	-W5zEtqJJIo	C/C++ Interrupt Undefined Behavior	658	1581	1	1581.0	0.0	solo	needs-whisper	whisper-large-v3
849	pAgDcZRBsRA	Nerd Ninja Warrior Tryouts	32	0	0	0	0.0	unknown	no-captions	whisper-large-v3
850	-GRFpUcTth0	Star Wars: The Mandalorian Trailer Reaction	426	804	0	804.0	0.0	solo	needs-whisper	whisper-large-v3
851	qJb1cNSaM0I	Star Wars: The Rise Of Skywalker Trailer #2 Reaction	796	1459	2	729.5	0.0	solo	needs-whisper	whisper-large-v3
852	KuT8JqoypF4	Car Bike Rack Mechanical Design Paranoia	203	579	0	579.0	0.0	solo	needs-whisper	whisper-large-v3
853	4oHUuXgK_i4	Soldering Fume Extractor Fan Upgrade	547	1661	0	1661.0	0.0	solo	needs-whisper	whisper-large-v3
854	Odzbvl8-YwI	Magix Vegas Pro 17 Video Editor Text Issue	527	1567	0	1567.0	0.0	solo	needs-whisper	whisper-large-v3
855	7uIAxCLhD_U	Hats Off To This HP Design Engineer	77	0	0	0	0.0	unknown	no-captions	whisper-large-v3
856	4GUygSdf92A	Solar Freakin' Bridges! - ANOTHER Solar Roadways FAIL	292	830	0	830.0	0.0	solo	needs-whisper	whisper-large-v3
857	ePswGFWDqHc	Tracking Apollo 11	5449	12409	28	443.2	0.0	solo	needs-whisper	whisper-large-v3
858	4ecY26ug71U	News Cameraman Explains His Camera Rig	467	1439	113	12.7	19.5	multi	good	youtube-asr
859	bHJGUTc43kg	New Youtube Self-Rating Monetization Feature	1067	2922	272	10.7	16.1	solo	good	youtube-asr
860	LQFS1F8_HTQ	Original Apollo 11 Recording Cabinet!	278	548	0	548.0	0.0	solo	needs-whisper	whisper-large-v3
861	d0FuFfxY7fI	Top Gun: Maverick - Trailer Reaction	939	2006	0	2006.0	0.0	solo	needs-whisper	whisper-large-v3
862	LzAUa_FtuC0	Livewave SUPER ANTENNA! SCAM	1164	3309	351	9.4	11.8	solo	good	youtube-asr
863	kUOVSEkrzJc	Rode NT55 vs M5 Microphone Test	342	976	0	976.0	0.0	solo	needs-whisper	whisper-large-v3
864	afErPINq8qc	Mini Arcade Game Console Repair OOPSIE!	632	1593	178	8.9	17.6	solo	good	youtube-asr
865	Ul-FDwrVdgU	Bop-it Toy: Worlds Best Low Battery Indicator!	48	103	23	4.5	38.8	multi	good	youtube-asr
866	2toD5u5ku1M	World's Most Annoying Video	72071	121768	1191	102.2	0.0	solo	needs-whisper	whisper-large-v3
867	GoKbPDADG0c	The Incredible Switch Replacement Repair	671	1934	0	1934.0	0.0	solo	needs-whisper	whisper-large-v3
868	CtayYItihe0	Test Video Don't Watch	21	0	0	0	0.0	unknown	no-captions	whisper-large-v3
869	q4gXnpFPFzQ	121GW Multimeter 2.00 Firmware	222	624	7	89.1	0.0	solo	needs-whisper	whisper-large-v3
870	iDF3qy23zyM	Compiler Optimisations & Why You Should Care	542	1452	0	1452.0	0.0	solo	needs-whisper	whisper-large-v3
871	R8WM60x4IOs	More Dumpster Diving PC's	219	596	61	9.8	3.4	solo	good	youtube-asr
872	MdR7gdqSWZw	Sydney Metro Train Ride - Sunset POV	677	0	0	0	0.0	unknown	no-captions	whisper-large-v3
873	wC0KxSi0zUw	Slot Cars!	185	461	0	461.0	0.0	solo	needs-whisper	whisper-large-v3
874	y3_FAl3L4gQ	Let's Play Guess The New Tektronix Oscilloscope	368	1079	0	1079.0	0.0	solo	needs-whisper	whisper-large-v3
875	7mDglCZTC9o	Dumpster PC Find	480	1317	154	8.6	15.9	solo	good	youtube-asr
876	kpGlr9uDK1E	Sponge Action	46	72	0	72.0	0.0	solo	needs-whisper	whisper-large-v3
877	9FCzAgJhRdc	NiMH 8000mAh Capacity Claim TESTED	306	878	1	878.0	0.0	solo	needs-whisper	whisper-large-v3
878	1zKNQNiHeJc	Tektronix 2465B Magic Smoke CAPTURED!	20	23	0	23.0	0.0	solo	needs-whisper	whisper-large-v3
879	pjxGhzWeGiQ	Star Wars Episode 9 - The Rise Of Skywalker	1333	3422	1	3422.0	0.0	solo	needs-whisper	whisper-large-v3
880	MJSvQzstKto	Contacting Telstra Support About Blocking Bitchute	417	0	0	0	0.0	unknown	no-captions	whisper-large-v3
881	ipsTGCsXTqA	Lab Mass Turbulence	70	165	0	165.0	0.0	solo	needs-whisper	whisper-large-v3
882	jmb9ICnI8xI	Dumpster Tektronix 475 Oscilloscope Repair - Part 1	592	1494	1	1494.0	0.0	solo	needs-whisper	whisper-large-v3
883	sLVYON6-0Jo	Parkour Based Lab Organisation	87	200	0	200.0	0.0	solo	needs-whisper	whisper-large-v3
884	VI6PfyUk85Q	PJ Masks Board game With Huxley	644	1127	0	1127.0	0.0	solo	needs-whisper	whisper-large-v3
885	fyE1LIydzco	Field Effect LCD's	24	42	0	42.0	0.0	solo	needs-whisper	whisper-large-v3
886	nVni1ZrmAnA	Flooded Logitech Keyboard Teardown	418	1023	100	10.2	15.6	solo	good	youtube-asr
887	npOrOFUJL_0	Lab Carpet Cleaning	32	77	0	77.0	0.0	solo	needs-whisper	whisper-large-v3
888	FifUju_hsbY	The EEVblog Lab hail storm	37	43	0	43.0	0.0	solo	needs-whisper	whisper-large-v3
889	_2LIOaZz3dw	Back into the FLOODED EEVblog lab	336	823	0	823.0	0.0	solo	needs-whisper	whisper-large-v3
890	el6CB-h9Lo0	NES on a 64Bit RISC-V Sipeed MAIX	570	1515	1	1515.0	0.0	solo	needs-whisper	whisper-large-v3
891	j_eaXfmRB8Q	Alkaline Battery Leakage Testing - Part 1	587	1568	138	11.4	6.4	solo	good	youtube-asr
892	jQ9AXxLJmoQ	The EEVblog Lab VIBRATES!	149	391	0	391.0	0.0	solo	needs-whisper	whisper-large-v3
893	WHwf26JCUec	Tektronix TDS540D Repair Part 1	400	1074	87	12.3	15.8	solo	good	youtube-asr
894	S-UqkM8iDKM	#1179 - PowerFilm Flexible Indoor Solar Cell	1090	2807	4	701.8	0.0	solo	needs-whisper	whisper-large-v3
895	WXJP_CNYt3o	#1179 - Stempedia Evive Electronics Learning Kit	1862	5089	601	8.5	13.6	solo	good	youtube-asr
896	U_VSDM3AjRE	Peak Dumpster Room Madness	200	508	0	508.0	0.0	solo	needs-whisper	whisper-large-v3
897	9SD5r5GDc0E	Live Streaming Arcade Cabinet Build	457	1318	0	1318.0	0.0	solo	needs-whisper	whisper-large-v3
898	bSxhJmnJo2E	The Patreon Donkey Ride	816	2381	0	2381.0	0.0	solo	needs-whisper	whisper-large-v3
899	p4cK-Cks0NQ	Got Duped On LED Lighting - TWICE!	456	1067	0	1067.0	0.0	solo	needs-whisper	whisper-large-v3
900	8qmU7SZu_-I	Altera Software Dongle Teardown	492	1364	2	682.0	0.0	solo	needs-whisper	whisper-large-v3
901	FxIiuGzp00Y	Making Orange Juice	29	45	0	45.0	0.0	solo	needs-whisper	whisper-large-v3
902	iwUqE6ZJqgA	GCC Embedded Linker Followup	400	933	5	186.6	0.0	solo	needs-whisper	whisper-large-v3
903	vNYvaQYAZ3s	Twilight	25	55	0	55.0	0.0	solo	needs-whisper	whisper-large-v3
904	tgRzChgDemA	Visible Light Spectrum Display	113	254	0	254.0	0.0	solo	needs-whisper	whisper-large-v3
905	Gpenrd2lTDg	Abandoned Snow Ball Pit!	109	75	0	75.0	0.0	solo	needs-whisper	whisper-large-v3
906	wJxQT-fektY	PCB Hacksaw	107	244	0	244.0	0.0	solo	needs-whisper	whisper-large-v3
907	dScHV0N-Z_g	Subscribe to PewDiePie! + Wanksy Street Art	71	177	0	177.0	0.0	solo	needs-whisper	whisper-large-v3
908	oncpfw1uUvg	EEVblog Lab Move Time Lapse	287	99	0	99.0	0.0	solo	needs-whisper	whisper-large-v3
909	BfSZTr3eBHE	GCC Embedded Linker Issue Stops uSupply Development	320	688	0	688.0	0.0	solo	needs-whisper	whisper-large-v3
910	-wtAjR9aBQg	Filling Out Another Stupid Youtube Survey	390	911	1	911.0	0.0	solo	needs-whisper	whisper-large-v3
911	ecQxdjYCSWo	Why I've still got some brain cells left...	53	123	0	123.0	0.0	solo	needs-whisper	whisper-large-v3
912	8P7uOg3JbEY	Petzl Harness Gear Loop FAIL	148	388	0	388.0	0.0	solo	needs-whisper	whisper-large-v3
913	EV-nnKle_68	How To Coil A Rope To Prevent Tangling	150	414	1	414.0	0.0	solo	needs-whisper	whisper-large-v3
914	StMI8PEYMBg	Update: Yamaha RX-579 Dumpster Receiver	250	610	0	610.0	0.0	solo	needs-whisper	whisper-large-v3
915	OBOgiMA89Ks	My Keysight 1000X Oscilloscope FAILED :-(	360	892	0	892.0	0.0	solo	needs-whisper	whisper-large-v3
916	AVuVCrYMBwk	Rohde & Schwarz RTB2004 Timebase Quirk	87	204	0	204.0	0.0	solo	needs-whisper	whisper-large-v3
917	MC_xeEKd5t4	Trolley Racing	44	31	0	31.0	0.0	solo	needs-whisper	whisper-large-v3
918	8rGwsOZS-MI	Bench tour	239	721	0	721.0	0.0	solo	needs-whisper	whisper-large-v3
919	vMpTekhWkeM	LEGO GBC #14 Strandbeest Build - Part 5	264	612	0	612.0	0.0	solo	needs-whisper	whisper-large-v3
920	Rj5b7gJjW6M	D'oh!	42	92	0	92.0	0.0	solo	needs-whisper	whisper-large-v3
921	y7biXzEz4lQ	Padauk 3 Cent Micro Programmer Teardown	66	179	0	179.0	0.0	solo	needs-whisper	whisper-large-v3
922	9gYaB1AGmT8	Padauk 3 Cent Micro Programmer & ICE Unboxing	328	832	58	14.3	12.0	solo	good	youtube-asr
923	EjpUYGRXzRQ	Sagan Soldering!	176	252	0	252.0	0.0	solo	needs-whisper	whisper-large-v3
924	XYUnzcd8lfY	N Scale Model Railroading with Sagan	92	0	0	0	0.0	unknown	no-captions	whisper-large-v3
925	e9cpKN69Avk	121GW Development History	3663	11378	635	17.9	5.6	solo	good	youtube-asr
926	Z7FP80uPJPY	Wiha SpeedE Electric Screwdriver follow-up	296	844	67	12.6	8.3	solo	good	youtube-asr
927	a5g7-YKhveA	Rode Microphone Comparison - Lapel vs M5	189	535	0	535.0	0.0	solo	needs-whisper	whisper-large-v3
928	5YjS4DHKlQU	Tektronix 5 Series Oscilloscope	1260	3505	412	8.5	20.8	multi	good	youtube-asr
929	sW3fN76-Ax0	WTF! - How Many Youtube Channels Have A Silver Play Button?	326	801	0	801.0	0.0	solo	needs-whisper	whisper-large-v3
930	E0x3oVlUqN4	GBC 14 LEGO Strandbeest Build - Part 4	308	578	0	578.0	0.0	solo	needs-whisper	whisper-large-v3
931	cJIDivNWFxY	Why don't I hire a video editor?	595	1800	0	1800.0	0.0	solo	needs-whisper	whisper-large-v3
932	mAERAUbCb8c	The Perth Mint Aren't Happy Campers!	178	432	0	432.0	0.0	solo	needs-whisper	whisper-large-v3
933	YqUT0sOJBWY	WTF Youtube - Not Suggesting Fran Blanche?	522	1414	0	1414.0	0.0	solo	needs-whisper	whisper-large-v3
934	uR69Vmh7qnI	NeoDen Pick & Place Machine	397	1147	145	7.9	56.7	multi	good	youtube-asr
935	u22duJf4n1Q	Keysight P9336A USB AWG Teardown	249	633	0	633.0	0.0	solo	needs-whisper	whisper-large-v3
936	aLcdm6gB6eE	DragonFly $300,000 3D PCB Printer Prototype	187	577	74	7.8	32.9	multi	good	youtube-asr
937	QbeTv41l2EQ	JBC Nano Soldering Iron	198	503	0	503.0	0.0	solo	needs-whisper	whisper-large-v3
938	FLsCLAf-ahg	New Suba Engineering PCB Microscope - Tagarno Killer?	341	833	0	833.0	0.0	solo	needs-whisper	whisper-large-v3
939	0sWWLKCqfJs	First Man (Neil Armstrong) - Trailer Reaction	916	2156	0	2156.0	0.0	solo	needs-whisper	whisper-large-v3
940	Ek2fEpZAK-0	Electronex 2018 Walkaround	791	1744	0	1744.0	0.0	solo	needs-whisper	whisper-large-v3
941	mV0-pV1C6Yk	Hakko FX-951 Ripoff First Look, Rant & Use	462	984	0	984.0	0.0	solo	needs-whisper	whisper-large-v3
942	P9MUpqU-0xo	Sponge P0rn - FX-951 Ripoff	34	64	0	64.0	0.0	solo	needs-whisper	whisper-large-v3
943	816X9JuoFd8	This Dumpster Printer Was Office Spaced!	60	101	0	101.0	0.0	solo	needs-whisper	whisper-large-v3
944	ct9K-EutiIQ	JLCPCB Prototype Inspection	655	1859	158	11.8	7.5	solo	good	youtube-asr
945	3ELZ2eIDk78	New Custom LCD	227	649	1	649.0	0.0	solo	needs-whisper	whisper-large-v3
946	IVWhoGFJQAY	Measuring Room & Reference Monitor Speaker Acoustics	1752	4996	389	12.8	6.0	solo	good	youtube-asr
947	wDNB6gMnazA	Physics in the Pub - Galaxy Shadow Puppetry	510	1270	0	1270.0	0.0	solo	needs-whisper	whisper-large-v3
948	yQ7_A4Cr9ak	Physics in the Pub - Electricity	554	1014	2	507.0	0.0	solo	needs-whisper	whisper-large-v3
949	tchnecmXLPs	Physics in the Pub - Nuclear science stand up comedy	506	1122	1	1122.0	0.0	solo	needs-whisper	whisper-large-v3
950	TTH24s0TTVU	Physics In The Pub - Famous Patents	657	1387	2	693.5	0.0	solo	needs-whisper	whisper-large-v3
951	-oiPAhdGdnM	Filling out the Youtube Creator Survey	1961	4699	537	8.8	14.5	solo	good	youtube-asr
952	Gbn_51IoJiM	Amiga 2000 Teardown & Power Up	763	1898	247	7.7	15.3	solo	good	youtube-asr
953	B7WoOcnM7yU	LEGO GBC Strandbeest Build - Motor Assembly - Part 3	108	173	0	173.0	0.0	solo	needs-whisper	whisper-large-v3
954	iwxrzyYYxgk	Rode M5 vs Samson C01U Microphone Test	144	390	0	390.0	0.0	solo	needs-whisper	whisper-large-v3
955	ag-MjKAfATw	Rode AI-1 USB Audio Interface Teardown	1691	4527	1	4527.0	0.0	solo	needs-whisper	whisper-large-v3
956	7iYcpiY2T2U	TS80 USB-C Portable Soldering Iron Follow-up	519	1425	0	1425.0	0.0	solo	needs-whisper	whisper-large-v3
957	pZV-cgWU6jE	Merlin The Electronic Wizard - Having a play!	583	0	0	0	0.0	unknown	no-captions	whisper-large-v3
958	CMoBGGqojqs	Rigol MSO7000 Unboxing & First Impressions	3032	7177	3	2392.3	0.0	solo	needs-whisper	whisper-large-v3
959	bg6QsTT0Plw	Laser Driver PCB & Circuit Review	439	1325	123	10.8	6.8	solo	good	youtube-asr
960	NnhSwTdCxBM	The ONE thing I HATE about the Vegas Video Editor	213	581	0	581.0	0.0	solo	needs-whisper	whisper-large-v3
961	qjLXJl0kDjg	How to fix Windows blurry font scaling problems	815	2223	199	11.2	14.8	solo	good	youtube-asr
962	6FrVOXitrVk	4K Sponge P0rn - Pace ADS200	23	22	0	22.0	0.0	solo	needs-whisper	whisper-large-v3
963	kg4726BqNZE	Sometimes, sh^t happens	242	571	0	571.0	0.0	solo	needs-whisper	whisper-large-v3
